l: 784 16 16 10 
b: -0,09127261237766249
b: 0,09610598794934622
b: 0,13272586168382594
b: 0,04337971310288635
b: -0,1218384921652444
b: 0,34857152674746306
b: 0,3796852668187046
b: 0,3960791537054251
b: 0,4219672744730335
b: 0,4270873153242689
b: 0,04066380743899556
b: -0,49727362347639803
b: -0,03341092939181761
b: -0,12311096006217925
b: 0,12328528129648664
b: 0,43333878504733503
b: 0,3954909275730564
b: 0,2278668879195428
b: -0,057396338580826434
b: -0,012336146790690783
b: 0,033709366588717926
b: 0,28093264660841444
b: -0,23511103155795066
b: 0,3551371129486417
b: 0,06637110121844858
b: 0,4323092410025695
b: -0,3149988655070769
b: 0,2927366149577948
b: 0,3908293679779532
b: 0,3381484378306886
b: 0,10119178080986801
b: 0,1650893174414939
b: 0,3564422446565899
b: 0,4602190125548369
b: 0,20634287768338944
b: 0,23624713846307577
b: 0,06065010305524343
b: 0,48808175837066103
b: 0,17692837243756665
b: -0,20753660831020054
b: -0,44219862760147016
b: -0,36956810153535014
b: -0,06425824554835363
b: -0,17219730730736504
b: -0,05504199050136005
b: 0,4412716659443787
b: 0,1864351400576696
b: -0,33969299348056925
b: 0,312644505320417
b: -0,4049326800298564
b: -0,009854681561633327
b: -0,02779505659257764
b: -0,24327003198828084
b: -0,2051392652583957
b: -0,2261673019855131
b: 0,12779474101392307
b: -0,16878298049270313
b: 0,27758874873518424
b: 0,47700861188443777
b: -0,05414773316781396
b: 0,16357039225453995
b: -0,41305134813909017
b: -0,4947502142725281
b: -0,41618116335765515
b: -0,1741044654855991
b: 0,37557448999750176
b: -0,35371586813298794
b: 0,006370058053345451
b: 0,1705461622544313
b: 0,38703814283341087
b: -0,12731131800790846
b: 0,40740916920239534
b: -0,4490614845180239
b: -0,3498597302706259
b: -0,07013751918922062
b: -0,09672253187593188
b: -0,15480910784323193
b: 0,4370862757494144
b: -0,08982089654999825
b: 0,12509943527406986
b: -0,25412589905509997
b: -0,4753058720265077
b: 0,4800921096373778
b: 0,2957620480078096
b: -0,15199688060767802
b: -0,37101316259755435
b: -0,09164065057022525
b: 0,06158150991498568
b: 0,18638631454035004
b: -0,42145186333053364
b: -0,09496988104422105
b: 0,2830613543200592
b: -0,48892685351377674
b: -0,26892389439461933
b: 0,12889299943525945
b: 0,47085272053761995
b: -0,37481788726282206
b: -0,14807708219069854
b: -0,49809284182176594
b: 0,0693835195011383
b: 0,29498753407736655
b: -0,31993491799567586
b: -0,01023915573500056
b: 0,4256063624870061
b: 0,22237863797805213
b: 0,08273614923597139
b: -0,07873357207455373
b: -0,39341030171765495
b: 0,36499825393082497
b: 0,3705552298904188
b: -0,217396151142845
b: -0,10586925624211752
b: -0,13259035471481756
b: -0,1480908233896321
b: -0,300021834112714
b: 0,1388762642810476
b: -0,393143457776468
b: -0,29051226228033766
b: 0,23581571725002293
b: -0,30309130288804476
b: -0,032784859432272995
b: 0,08470262195202649
b: 0,3199837435129954
b: 0,09199802558496506
b: -0,017991976122368136
b: 0,0896273276720323
b: 0,3963360227161721
b: 0,3198624098765954
b: 0,021247270294114662
b: -0,04099023972684063
b: -0,22190464461310982
b: 0,4932679743474666
b: 0,43517911757118033
b: 0,34079558394886345
b: 0,3301119011967033
b: -0,4341909810594241
b: 0,03493328370849291
b: -0,4455142528496283
b: -0,4266165899702425
b: 0,2652669701563506
b: 0,20772040947699943
b: -0,19823034885257035
b: 0,1965832559841607
b: 0,31583108464993126
b: 0,2959442878123113
b: -0,48910062480210353
b: -0,08434829096512325
b: 0,15916396987585535
b: -0,4689020602819054
b: 0,49001673515421185
b: 0,36399617831408804
b: 0,4156943750175156
b: 0,11610720055927859
b: 0,3049984610662788
b: -0,39783162106658876
b: -0,2897150878746598
b: -0,13991866150867133
b: 0,3977628186800344
b: -0,05640166139062569
b: -0,3672486896939803
b: 0,18640012651979931
b: 0,1014040180488508
b: 0,08534242798823044
b: -0,09401150634233446
b: 0,09245987450352866
b: -0,2106641254903116
b: -0,04104837381329779
b: 0,02661406133631894
b: 0,021797275413664607
b: -0,3658308530532899
b: -0,39605701942744526
