l: 784 16 16 10 
b: -0,0875836506428121
b: 0,4986880137578994
b: -0,3338270209887191
b: -0,23888803214714305
b: 0,37301196850510876
b: 0,3517928770053167
b: 0,3040497357975923
b: 0,0025037361786252044
b: -0,11584779416017599
b: 0,4640134461056503
b: -0,3118107844199104
b: -0,4334695636916298
b: -0,28516619176844427
b: 0,005563497313095023
b: -0,487147598521387
b: -0,01867956831989792
b: -0,25272821437228854
b: 0,1797218684478299
b: -0,17833708258268288
b: -0,41397390138077267
b: 0,3130246344083103
b: 0,056833922190980046
b: -0,33393751496166807
b: 0,4575103060144513
b: 0,15103822138674472
b: 0,33457156961530987
b: 0,0011609715880643856
b: -0,23152998449817763
b: 0,29648919161245657
b: 0,02608466312572577
b: -0,18517502755167664
b: 0,3705404432818947
b: 0,02732117545200563
b: 0,2201866771654164
b: 0,11234758915954624
b: -0,23239806049149392
b: -0,0031880133334491467
b: -0,23819374839691154
b: 0,3199391950946018
b: -0,4667325601758121
b: 0,20931905680770013
b: 0,0717128229195777
b: 0,48981255385550326
b: -0,2547865890687269
b: -0,2840652893223172
b: -0,28393135116618656
b: -0,2263785208232601
b: 0,33279947276823196
b: 0,19406590084268982
b: 0,38211032044240756
b: -0,3367675630546955
b: 0,4896946661126309
b: -0,35322466578950396
b: -0,14166746877211495
b: -0,10102506289306334
b: 0,3555824271662079
b: 0,3326255287195675
b: -0,2913373270031704
b: 0,11007374646611223
b: -0,4615596011102011
b: -0,1493680945827477
b: 0,035579720295769945
b: 0,20601454456616874
b: 0,35806754271409824
b: 0,14918847365732701
b: -0,18235122770180517
b: 0,03920926085636456
b: -0,005352868933860611
b: 0,3932159081535488
b: 0,24525046197010691
b: 0,4845084450135513
b: 0,485465534024623
b: 0,3597826733532281
b: -0,21160452240687072
b: -0,12329295818847275
b: -0,2586881885112674
b: 0,06702136833547678
b: 0,42084907410705885
b: 0,24157559533676853
b: -0,06503042744706872
b: 0,060950090438569915
b: 0,16836149881983242
b: 0,07440411465913244
b: 0,414378871170049
b: -0,1371477738195787
b: -0,17486969366430755
b: 0,22376510907139868
b: -0,33101135577587937
b: -0,1787882599415203
b: 0,2567651619933383
b: -0,06502358921106138
b: -0,2118506863302787
b: 0,15173250513697623
b: 0,281498796204803
b: 0,18263553440693558
b: -0,32626066348806987
b: 0,36569827835340907
b: -0,368254988858595
b: 0,09602493727394612
b: 0,3982859383794879
b: 0,17685938797744893
b: 0,2789743481106005
b: 0,4395835646146832
b: 0,4488154388725829
b: 0,3976018754288563
b: -0,3222330970793185
b: -0,37008800724059715
b: 0,3583798566173668
b: 0,48162548941635785
b: -0,34233687438179594
b: -0,21143894116926887
b: 0,41177645461250867
b: -0,03291292233993903
b: -0,3248958260868191
b: -0,022509691548771082
b: 0,18227040659741978
b: 0,4611756056366375
b: 0,29163567339611973
b: -0,0047846834663230475
b: -0,17594183267836544
b: 0,0938836632267962
b: -0,12977938336775607
b: -0,3265646089923403
b: -0,36354925383978953
b: -0,1897259488188317
b: 0,19635913134382998
b: -0,16626697111235322
b: -0,42171612285157484
b: 0,10575994318619364
b: -0,29703229470040293
b: -0,12438646686467641
b: -0,06472364280592818
b: -0,17517586316688727
b: 0,34328965695728064
b: 0,2581101845754824
b: 0,2819757423279694
b: 0,22877793420514925
b: 0,12558867578654953
b: -0,48322300425880726
b: -0,3149146767402602
b: -0,3047816864237104
b: 0,36538525245403186
b: -0,3126368451922372
b: -0,33645138555972437
b: -0,031795896837392756
b: 0,023199956176430003
b: 0,32106223600966033
b: -0,023371668776204668
b: -0,19599151224642597
b: -0,49963487219048425
b: -0,2874362691247073
b: -0,42593739504271066
b: 0,136529694607728
b: -0,22803323004768844
b: -0,19559772484730825
b: -0,193361228654795
b: 0,10553895710294081
b: 0,3031328184544727
b: 0,13854138769141466
b: -0,2987572559149737
b: 0,34403387403303476
b: -0,4483718843890223
b: -0,24738008656882687
b: 0,2786577841167607
b: 0,28204959248288053
b: 0,35328470163665926
b: 0,08695231777939583
b: 0,12379742070278033
b: -0,08300601066230145
b: 0,19551456612325957
b: 0,45349247239227053
b: -0,16441307014991208
b: 0,274858677654927
b: -0,18987000672606286
b: -0,37116014625465504
b: 0,22849841077276434
b: -0,31714253817551885
b: -0,490113223432616
b: 0,16824664299760328
b: 0,28707409500473835
b: 0,37529689533416966
b: 0,35710469766385144
b: 0,2742753893948511
b: 0,10539481537667794
b: 0,4904039744243044
